step,time_fs,fermi_raw,fermi_ev,fermi_cumavg_ev
166,166.0,0.06982493783867,1.9000333531301519,1.9336227691102275
167,167.0,0.06984031215726,1.9004517096515732,1.9334241400116725
168,168.0,0.06974490962541,1.8978556745085575,1.9332124229551064
169,169.0,0.06952560685016,1.8918881419864129,1.9329679005825104
170,170.0,0.06919633886829,1.8829283037533113,1.9326735500129268
171,171.0,0.06880133979929,1.8721798315199465,1.9323197855772953
172,172.0,0.06839216630629,1.8610456535603035,1.9319054010888246
173,173.0,0.06800746381904,1.8505773655899518,1.9314352968373862
174,174.0,0.06765661688673,1.841030334201644,1.930915728086606
175,175.0,0.06734437898079,1.8325339079424723,1.9303535462572112
176,176.0,0.0670775595146,1.8252733803900278,1.9297564998602383
177,177.0,0.06686795861752,1.8195698494220784,1.9291339764114352
178,178.0,0.06672679437692,1.8157285747469902,1.9284968674133203
179,179.0,0.06665452486486,1.8137620211405163,1.9278558906185002
180,180.0,0.06665778384527,1.8138507025152213,1.9272225284623705
181,181.0,0.0667403515589,1.816097484462255,1.926608577943033
182,182.0,0.06693302600463,1.8213404232247459,1.9260301814885368
183,183.0,0.06728178173873,1.8308305502108442,1.925509964924178
184,184.0,0.06783048855803,1.845761623406624,1.925076550024626
185,185.0,0.06857369614438,1.8659853320997422,1.924757138035843
186,186.0,0.06944557513134,1.8897103679736715,1.9245687145408852
187,187.0,0.07033759236609,1.9139833934865318,1.9245121085459422
188,188.0,0.07113400815232,1.9356549710580386,1.9245713790912193
189,189.0,0.07174298372845,1.9522260406744854,1.9247177000519773
190,190.0,0.07212318711487,1.9625719018743921,1.9249169326931481
191,191.0,0.07230244701738,1.9674498123200104,1.9251396179267966
192,192.0,0.07234212855872,1.9685296020682492,1.9253656074275334
193,193.0,0.07232555640412,1.9680786507685002,1.925586918532927
194,194.0,0.07233785688016,1.9684133637730343,1.9258076734052987
195,195.0,0.07244470920953,1.9713209637788047,1.9260410748943937
196,196.0,0.07267454252234,1.9775750468258726,1.9263040033226153
197,197.0,0.07302203161379,1.9870307067095863,1.926612260700214
198,198.0,0.07340007484625,1.9973177871257368,1.9269693593185246
199,199.0,0.07371032921849,2.005760238683266,1.9273652933856842
200,200.0,0.07386167729928,2.0098786297672318,1.9277778600675919
201,201.0,0.07379588839486,2.008088422478359,1.9281774151044613
202,202.0,0.07349732230266,1.9999640252235493,1.9285327943624766
203,203.0,0.07299396195478,1.9862668923764717,1.9288171987861908
204,204.0,0.07234316754232,1.9685578742522918,1.9290120060188678
205,205.0,0.07161494513327,1.9487419330066487,1.9291082495651497
206,206.0,0.07085507263874,1.9280647490602902,1.9291031840287185
207,207.0,0.07011825617572,1.9080149516926501,1.9290013085101867
208,208.0,0.06943552704091,1.889436945503946,1.9288110952265032
209,209.0,0.0688395319528,1.8732190929606733,1.9285451047850397
210,210.0,0.06835701177715,1.8600890500895793,1.9282191235722042
211,211.0,0.06801028352886,1.8506540938029652,1.9278515167960466
212,212.0,0.06780521975051,1.8450740241252217,1.9274610569249577
213,213.0,0.06771367317924,1.8425829150148978,1.9270625679958024
214,214.0,0.06766923783801,1.8413737677817161,1.926662153041531
215,215.0,0.06758723387647,1.83914232631055,1.9262550840799915
216,216.0,0.06740687191215,1.8342344272353532,1.9258290625205257
217,217.0,0.06709377693877,1.8257146789830327,1.9253677059143621
218,218.0,0.06667830531514,1.8144091201581891,1.9248587215760309
219,219.0,0.06622115680978,1.8019694756070619,1.9242975834665836
220,220.0,0.0657945095219,1.790359811465756,1.9236887754120344
221,221.0,0.06545194895772,1.7810382636412105,1.923043297983207
222,222.0,0.06520841721765,1.7744114273990081,1.9223737850526477
223,223.0,0.0650412030493,1.7698612980782347,1.9216898725550047
224,224.0,0.06492696327565,1.7667526754727902,1.920998188639459
225,225.0,0.06483615409485,1.7642816317793597,1.9203016706089695
226,226.0,0.06476209114315,1.762266276194133,1.9196023989522666
227,227.0,0.06470984286441,1.760844528100651,1.918903025071863
228,228.0,0.06468426457324,1.7601485073401117,1.9182067333274255
229,229.0,0.06469365593929,1.7604040594290755,1.917517638681581
230,230.0,0.06475486118141,1.7620695389126821,1.916841777378238
231,231.0,0.06488517459661,1.7656155475867232,1.9161871183748116
232,232.0,0.06510182810833,1.7715109899756858,1.9155635143730911
233,233.0,0.06540594953866,1.7797865556820778,1.9149807806448034
234,234.0,0.06576060939949,1.7894373421410712,1.9144442702238473
235,235.0,0.06615092502813,1.80005837146984,1.9139575217185112
236,236.0,0.06657369788181,1.811562606885645,1.913523644960745
237,237.0,0.06704619039289,1.8244197831029798,1.913147679298898
238,238.0,0.0676006113629,1.8395063462607972,1.9128382619331916
239,239.0,0.06825836180825,1.8574046476826864,1.9126063221246121
240,240.0,0.06902023455241,1.8781362611943153,1.912462696870736
241,241.0,0.06984501022799,1.9005795506688181,1.912413389210147
242,242.0,0.07066988158165,1.9230254436765113,1.9124572406748839
243,243.0,0.0714395586348,1.94396942325445,1.9125869204385857
244,244.0,0.07209883739395,1.961909312213456,1.9127890613884828
245,245.0,0.07264145540247,1.9766747004273226,1.9130498190988454
246,246.0,0.07307131626027,1.9883718102609502,1.913356006054789
247,247.0,0.07343129061324,1.9981672114182665,1.9136993712586896
248,248.0,0.07373596067907,2.0064577062571574,1.9140733968030383
249,249.0,0.07401224009544,2.0139756521678174,1.9144746106800052
250,250.0,0.07427573829545,2.0211458034634124,1.9149012954511389
251,251.0,0.07456007261996,2.028882934590646,1.9153554055672324
252,252.0,0.07489125490285,2.0378948636081935,1.9158416732578711
253,253.0,0.07527921096884,2.0484516859663215,1.9163658235057306
254,254.0,0.07571475697011,2.0603034964347753,1.9169325072574197
255,255.0,0.07616844252028,2.0726489091746747,1.9175431598139578
256,256.0,0.07658813224837,2.084069248469205,1.9181936523477674
257,257.0,0.07692025048538,2.093106646095821,1.91887424765418
258,258.0,0.07710199841316,2.0980522591580506,1.9195687360708618
259,259.0,0.07706667021863,2.0970909300113214,1.9202541499470798
260,260.0,0.07675001489008,2.088474299559297,1.9209011505225115
261,261.0,0.07612386559028,2.0714359091147845,1.921477912049685
262,262.0,0.07520827231397,2.046521346828883,1.9219551770679262
263,263.0,0.07408505562012,2.015957063534589,1.9223125986894725
264,264.0,0.07288302253482,1.9832480769700342,1.9225434148950806
265,265.0,0.07175168072877,1.9524626981093742,1.9226563178506064
266,266.0,0.0708093498057,1.926820567390178,1.9226719729240633
267,267.0,0.0701239889744,1.9081709490918024,1.9226176619733808
268,268.0,0.06971167095476,1.8969512042031973,1.9225218916085667
269,269.0,0.06953855319833,1.8922404300669415,1.9224093211195645
270,270.0,0.06953987241222,1.8922763277056436,1.9222977174402538
271,271.0,0.06964230538289,1.895063670834869,1.9221972228033333
272,272.0,0.0697669000133,1.8984540634471316,1.9221099317762886
273,273.0,0.06984095060906,1.9004690828101023,1.9220306612672549
274,274.0,0.06980763585518,1.8995625421745839,1.9219486608326104
275,275.0,0.06963968370516,1.8949923313495451,1.921850637816308
276,276.0,0.0693248021697,1.8864239682664135,1.9217222803179388
277,277.0,0.06888190269954,1.8743720597157465,1.921551340893382
278,278.0,0.06835768082306,1.8601072557562524,1.9213303190043995
279,279.0,0.06782829190445,1.8457018494176098,1.9210592492209346
280,280.0,0.06738328823214,1.8335926826094995,1.9207468686258937
281,281.0,0.06711113410953,1.8261869916607207,1.920410356608224
282,282.0,0.06707768921182,1.8252769096311763,1.9200730039593692
283,283.0,0.06729704252615,1.8312458173917476,1.9197591269750314
284,284.0,0.06768986396128,1.8419350331887734,1.9194850984757839
285,285.0,0.06813214111591,1.8539700076711867,1.9192552209641884
286,286.0,0.06849376056348,1.8638101741330748,1.9190613571640796
287,287.0,0.06867933832587,1.8688600023041355,1.9188864395513272
288,288.0,0.06865118550918,1.868093925135271,1.9187100766540495
289,289.0,0.06840510013657,1.8613976010116928,1.9185117635895432
290,290.0,0.06801422684096,1.8507613967916066,1.9182781416350676
291,291.0,0.06759871570924,1.8394547628968663,1.918007270917754
292,292.0,0.06729433953647,1.8311722652955462,1.9177098907615138
293,293.0,0.06721978865352,1.8291436324246144,1.917407616842275
294,294.0,0.06746241230944,1.835745758438267,1.9171298554191323
295,295.0,0.06804417768548,1.851576400790234,1.9169076403186953
296,296.0,0.06890004773684,1.8748658113341645,1.9167656071126664
297,297.0,0.06990427679612,1.902192276145678,1.9167165386582323
298,298.0,0.07088421156437,1.9288576596204012,1.9167572806748836
299,299.0,0.07168273155771,1.95058649558432,1.9168704218618715
300,300.0,0.07216110984155,1.9636038318375828,1.9170261998951237
301,301.0,0.07224237614045,1.9658152004857326,1.9171882895980825
302,302.0,0.07191447146591,1.9568924597349597,1.9173197603601253
303,303.0,0.07122868268397,1.9382311963064247,1.917388775000212
304,304.0,0.07030107230124,1.9129896318961699,1.9173743041347382
305,305.0,0.06929355645729,1.885573729117494,1.9172700399543536
306,306.0,0.06839411204284,1.8610985997490985,1.9170864731562973
307,307.0,0.06776903898777,1.8440894954156288,1.9168486979845034
308,308.0,0.06750826389393,1.836993443613815,1.916589427678105
309,309.0,0.06760527529834,1.8396332584094812,1.9163403785866207
310,310.0,0.06796773128768,1.8494961883325836,1.9161247521664464
311,311.0,0.06845971220381,1.8628836710670522,1.9159535589796317
312,312.0,0.06893594863277,1.8758427244798928,1.9158249986126452
313,313.0,0.06926710079882,1.8848538339764747,1.9157260492048618
314,314.0,0.06936326322868,1.887470546997748,1.9156360635290428
315,315.0,0.06920105781194,1.8830567127516444,1.9155326370186385
316,316.0,0.06880653532659,1.8723212090200583,1.9153958919933265
317,317.0,0.06824797119626,1.8571219047264944,1.9152120623804971
318,318.0,0.06766438164398,1.8412416240102802,1.9149794509390816
319,319.0,0.06719330453072,1.8284229627297175,1.9147081139854472
320,320.0,0.06694485684512,1.821662356794934,1.9144173459942269
321,321.0,0.06697217710536,1.8224057789486656,1.9141307055984464
322,322.0,0.06725713676836,1.830159926403085,1.9138699267810695
323,323.0,0.06774679245764,1.8434841364916286,1.9136520141176347
324,324.0,0.06837509129848,1.8605810189276324,1.9134882147497643
325,325.0,0.06907188933721,1.879541859494961,1.9133837644259033
326,326.0,0.06976321319605,1.8983537400389234,1.913337660056618
327,327.0,0.07037795499331,1.9150817165257181,1.9133429935626398
328,328.0,0.07085368180535,1.928026902555711,1.9133877615778627
329,329.0,0.07115205894458,1.9361461581382717,1.9134569360354932
330,330.0,0.07127419392384,1.9394696202330612,1.9135357623512432
331,331.0,0.07127077314235,1.9393765360266737,1.913613831153888
332,332.0,0.07122652328663,1.9381724361113475,1.913687802855567
333,333.0,0.07123480181995,1.9383977064790683,1.9137620067703525
334,334.0,0.07136394222324,1.941911795872955,1.9138462875760491
335,335.0,0.07163731677681,1.949350696439973,1.9139522708860908
336,336.0,0.07203154712563,1.9600782507316044,1.914089550588012
337,337.0,0.07248857518038,1.9725146176546595,1.9142629187395448
338,338.0,0.0729355440058,1.9846772590030788,1.9144712451900288
339,339.0,0.07330071985984,1.9946142002150697,1.9147076550868578
340,340.0,0.07352895559969,2.000824811087267,1.9149609408398
341,341.0,0.07358906532632,2.002460480075736,1.9152175377290548
342,342.0,0.07348106107651,1.999521534717948,1.915464040644227
343,343.0,0.07322815022628,1.9926394798865386,1.9156890419248167
344,344.0,0.07287925682015,1.983145606653657,1.9158851365897263
345,345.0,0.07250826495364,1.9730504036799332,1.9160508330160748
346,346.0,0.07219522866771,1.9645322523944824,1.9161909527252612
347,347.0,0.07203020799734,1.9600418111944724,1.9163173240753166
348,348.0,0.07208322587955,1.961484501265233,1.916447114814368
349,349.0,0.07237769247663,1.9694973455749187,1.916599121206232
350,350.0,0.07288227216949,1.9832276584892141,1.916789488455612
351,351.0,0.07350651133166,2.000214071440894,1.9170271653302142
352,352.0,0.0741477477967,2.0176630045661095,1.9173130626007706
353,353.0,0.07470810319671,2.0329110517908062,1.9176405356579664
354,354.0,0.07510818171261,2.043797742815683,1.9179969119493723
355,355.0,0.07530233987377,2.0490810555318184,1.918366163058055
356,356.0,0.07528171660807,2.0485198678832024,1.9187317633525078
357,357.0,0.07508443496861,2.0431515609926145,1.919080278191836
358,358.0,0.07477013452674,2.0345990102716054,1.919402956214405
359,359.0,0.07440338583232,2.0246192698925305,1.9196960378681047
360,360.0,0.07405874642445,2.0152411538493915,1.9199614409680528
361,361.0,0.07379172016975,2.0079749992949303,1.9202052458387642
362,362.0,0.07364154549621,2.0038885382488685,1.9204364151548141
363,363.0,0.07358373052047,2.0023153126132045,1.9206619768558013
364,364.0,0.07355890234319,2.001639703491455,1.9208844431377674
365,365.0,0.0734837008042,1.9995933653677052,1.9211000840205892
366,366.0,0.07329096081895,1.9943486431840212,1.921300216695899
367,367.0,0.07294893115812,1.9850415419755918,1.92147389878113
368,368.0,0.07246562173266,1.9718900225230733,1.9216108991173855
369,369.0,0.07189271392698,1.9563004069393735,1.921704908623678
370,370.0,0.07130516324219,1.9403123383164578,1.9217551989741988
371,371.0,0.07080146864236,1.9266061100104657,1.9217682742061024
372,372.0,0.07048980391873,1.9181252808365203,1.9217584812131734
373,373.0,0.07046884775664,1.917555034615656,1.9217472119193464
374,374.0,0.07080289333275,1.9266448778109488,1.9217603072826932
375,375.0,0.07149413909559,1.9454546332544909,1.9218234921519513
376,376.0,0.07246104319147,1.971765434070309,1.921956316465564
377,377.0,0.07354077838332,2.0011465254191254,1.9221663700702154
378,378.0,0.07454045915693,2.0283492250725152,1.9224472770940308
379,379.0,0.0752872008565,2.0486691018855,1.9227803162095756
380,380.0,0.07569021703371,2.0596357307469426,1.9231404620373054
381,381.0,0.07574494789985,2.0611250334850557,1.9235026262668269
382,382.0,0.07552648777347,2.0551804306067822,1.9238473325609107
383,383.0,0.07515193384811,2.0449882990738604,1.9241636275126417
384,384.0,0.0747577749241,2.034262688350321,1.9244503438169065
385,385.0,0.07446665563201,2.026340928849602,1.9247149946871212
386,386.0,0.0743990095168,2.0245001842805816,1.92497350554099
387,387.0,0.07464123640593,2.031091513719862,1.9252477122804703
388,388.0,0.07522619506207,2.047009049650022,1.9255615301602886
389,389.0,0.0761220236858,2.071385788340551,1.9259363997185928
390,390.0,0.07722371955409,2.1013644601381993,1.92638621525813
391,391.0,0.07837276596247,2.1326316057711927,1.926913697075299
392,392.0,0.0793988254921,2.160552107943331,1.927509713429554
393,393.0,0.08014891991893,2.1809632171127653,1.9281546332862542
394,394.0,0.08052139624434,2.1910988142709833,1.928822004303982
395,395.0,0.08047256291327,2.1897699916375593,1.9294826321200165
396,396.0,0.08002374611869,2.1775570644865563,1.9301090827068006
397,397.0,0.07925862844412,2.1567371519202,1.9306799342665322
398,398.0,0.07830935003959,2.130905970599559,1.9311830147598312
399,399.0,0.0773374621475,2.104459553780099,1.9316172917999823
400,400.0,0.07652292438861,2.082294852211002,1.9319939857010098
401,401.0,0.07603239064178,2.068946748959319,1.9323355137889358
402,402.0,0.07598361022126,2.0676193660953075,1.9326720407847227
403,403.0,0.07640262229446,2.079021265460885,1.9330351902256067
404,404.0,0.0772136350321,2.1010900463152233,1.933451167592165
405,405.0,0.07825570987809,2.1294463474466854,1.9339351063078554
406,406.0,0.07931511745351,2.1582742961733645,1.9344876658888046
407,407.0,0.08016999020524,2.18153656881186,1.9350946656502865
408,408.0,0.08064614570189,2.194493419944354,1.9357304469108112
409,409.0,0.08062823807958,2.194006128716929,1.936361927795423
410,410.0,0.08009213503983,2.1794180218346435,1.936954747536982
411,411.0,0.0790866816379,2.1520582409623836,1.937478113701034
412,412.0,0.07770937209818,2.114579739096779,1.9379079720151013
413,413.0,0.07609520122452,2.070655911986593,1.9382293955985674
414,414.0,0.07440393391759,2.024634184052508,1.9384381028170552
415,415.0,0.07280581200847,1.9811470715152684,1.9385410159946412
416,416.0,0.07145428498586,1.9443701476811375,1.938555028330426
417,417.0,0.07044231463116,1.9168330314899065,1.9385029372109044
418,418.0,0.06979640307592,1.899256882679524,1.9384090471282935
419,419.0,0.06945980618091,1.8900976145602064,1.938293745379921
420,420.0,0.0693186045895,1.8862553235178008,1.9381698443754876
421,421.0,0.06924570314479,1.8842715741479066,1.9380418199806475
422,422.0,0.06913642859903,1.8812980622763764,1.937907356099832
423,423.0,0.06893738674447,1.8758818574928264,1.937760723715418
424,424.0,0.06862544246686,1.8673934212675551,1.9375947630964372
425,425.0,0.0682121251765,1.8561464848374236,1.937403120088769
426,426.0,0.06772796758092,1.8429718855001678,1.937181450524007
427,427.0,0.06720991113157,1.8288748513596798,1.936927805092709
428,428.0,0.06670078864695,1.8150209227841678,1.9366429759284367
429,429.0,0.06624445447414,1.8026034373505913,1.9363305294515654
430,430.0,0.06588404969894,1.7927963238077258,1.9359967289733238
431,431.0,0.06563924260508,1.7861347834209433,1.9356490214430397
432,432.0,0.06550930761279,1.7825990721588707,1.9352947391530302
433,433.0,0.06548597420204,1.781964137706516,1.9349406269095046
434,434.0,0.0655831082239,1.7846072890929747,1.9345942367302038
435,435.0,0.06583753641622,1.791530632906063,1.9342653548823323
436,436.0,0.06628130622945,1.8036062246981743,1.9339656779782401
437,437.0,0.0669318759118,1.82130912760453,1.9337078826684606
438,438.0,0.06777472703069,1.8442442749485088,1.9335036278563147
439,439.0,0.06874832382321,1.8707371933176258,1.9333606519234248
440,440.0,0.06976368072416,1.8983664621269056,1.933281119673887
441,441.0,0.07070622919394,1.924014512593654,1.9332601069594195
442,442.0,0.07146766018498,1.944734105390509,1.9332860662318878
